User,User Type,Restaurant,Date,Time,Week Day,Order ID,Reference ID,Item name,Vendor Name,Item Type,Food Type,MRP Item,Quantity,,,,,,,,,,,,,,,,,,,,
ea86b06bf68e52f515c34fd8995e59fd,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,F1019929,'2291121946692',"TLC 2.0 The Next Level Tomato, Lettuce, Cucumber Plain Sandwich",,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
802bec20aa91011545197785cda9e467,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,G100A671,'229112319407',Desi Chatpata Aloo Puffs,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
802bec20aa91011545197785cda9e467,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,G100A671,'229112319407',Masala Chai,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
3e6dc9e9801e5f0182c57fda12124eaa,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,G100B111,'229112636474',Chilli Cheese Toast,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
3e6dc9e9801e5f0182c57fda12124eaa,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,G100B111,'229112636474',?It?s Corny? Corn Cheese Sandwich,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
8271b411f1a931aedda9d432da2abb40,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,K101A523,'229112195137',?It?s Corny? Corn Cheese Sandwich,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
8271b411f1a931aedda9d432da2abb40,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,K101A523,'229112195137',Glass of Coke,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
85a710d5f1c6ae95e9c633f8f766c2c8,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,K2022868,'2291122824366',"Cottage Cheese, Seasoned Veggies, Baked Roll",,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
46f4cc662c1e0eb5e644db7b24d4bc5a,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,L1021716,'2291122711128',"Manchurian Ball, Baked Roll",,V,Food,FALSE,2,,,,,,,,,,,,,,,,,,,,
9d26d7e390a3055f329d154ff5969704,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,N1009533,'229112251888',Lemon Iced Tea,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
96cbbbe24ae2dacb5b0b1f5dac26d606,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,N100D844,'229112828507',The Big B,,V,Food,FALSE,2,,,,,,,,,,,,,,,,,,,,
96cbbbe24ae2dacb5b0b1f5dac26d606,student,AHMEDABADCAFETERIA:cafedelice,01-09-2022,12:30:00,Thursday,N100D844,'229112828507',Glass of Sprite,,V,Food,FALSE,1,,,,,,,,,,,,,,,,,,,,
